device_id,sensor_id,value,timestamp,date_received
UGB-PILOTS_Sensor200,WG,57.14,2018-11-23T10:18:39.357Z,2018-11-23T09:18:46Z
UGB-PILOTS_Sensor200,WG,75,2018-11-23T11:09:02.39Z,2018-11-23T10:09:15Z
UGB-PILOTS_Sensor200,WG,80,2018-11-23T11:19:05.906Z,2018-11-23T10:19:18Z
UGB-PILOTS_Sensor200,WG,68.57,2018-11-23T11:39:12.073Z,2018-11-23T10:39:19Z
UGB-PILOTS_Sensor200,WG,92.31,2018-11-23T11:59:18.087Z,2018-11-23T10:59:25Z
UGB-PILOTS_Sensor200,WG,104.35,2018-11-23T12:09:20.127Z,2018-11-23T11:09:47Z
UGB-PILOTS_Sensor200,WG,47.06,2018-11-23T13:19:20.194Z,2018-11-23T12:19:27Z
UGB-PILOTS_Sensor200,WG,53.33,2018-11-23T13:39:19.183Z,2018-11-23T12:39:31Z
UGB-PILOTS_Sensor200,WG,23.08,2018-11-23T13:59:16.151Z,2018-11-23T12:59:47Z
UGB-PILOTS_Sensor200,WG,66.67,2018-11-23T14:49:08.595Z,2018-11-23T13:49:15Z
UGB-PILOTS_Sensor200,WG,42.11,2018-11-23T14:59:05.617Z,2018-11-23T13:59:12Z
UGB-PILOTS_Sensor200,WG,66.67,2018-11-23T15:18:59.287Z,2018-11-23T14:19:06Z
UGB-PILOTS_Sensor200,WG,72.73,2018-11-23T15:28:57.388Z,2018-11-23T14:29:04Z
UGB-PILOTS_Sensor200,WG,80,2018-11-23T15:48:56.797Z,2018-11-23T14:49:03Z
UGB-PILOTS_Sensor200,WG,66.67,2018-11-23T15:58:57.707Z,2018-11-23T14:59:04Z
UGB-PILOTS_Sensor200,WG,53.33,2018-11-23T20:00:33.573Z,2018-11-23T19:00:40Z
UGB-PILOTS_Sensor200,WG,39.34,2018-11-23T20:30:56.788Z,2018-11-23T19:31:03Z
UGB-PILOTS_Sensor200,WG,44.44,2018-11-23T20:41:04.874Z,2018-11-23T19:41:16Z
UGB-PILOTS_Sensor200,WG,35.29,2018-11-23T21:01:21.376Z,2018-11-23T20:01:28Z
UGB-PILOTS_Sensor200,WG,38.1,2018-11-23T21:31:46.59Z,2018-11-23T20:31:53Z
UGB-PILOTS_Sensor200,WG,27.91,2018-11-24T01:35:13.57Z,2018-11-24T00:35:20Z
UGB-PILOTS_Sensor200,WG,60,2018-11-24T02:15:50.767Z,2018-11-24T01:15:57Z
UGB-PILOTS_Sensor200,WG,40,2018-11-24T02:46:18.622Z,2018-11-24T01:46:25Z
UGB-PILOTS_Sensor200,WG,34.78,2018-11-24T03:16:47.007Z,2018-11-24T02:16:58Z
UGB-PILOTS_Sensor200,WG,30,2018-11-24T03:26:56.408Z,2018-11-24T02:27:03Z
UGB-PILOTS_Sensor200,WG,30.38,2018-11-24T03:57:24.399Z,2018-11-24T02:57:31Z
UGB-PILOTS_Sensor200,WG,27.27,2018-11-24T04:17:42.945Z,2018-11-24T03:17:49Z
UGB-PILOTS_Sensor200,WG,15.48,2018-11-24T04:27:52.346Z,2018-11-24T03:27:59Z
UGB-PILOTS_Sensor200,WG,35.29,2018-11-24T04:38:01.744Z,2018-11-24T03:38:08Z
UGB-PILOTS_Sensor200,WG,52.17,2018-11-24T04:58:20.463Z,2018-11-24T03:58:27Z
UGB-PILOTS_Sensor200,WG,54.55,2018-11-24T10:44:35.042Z,2018-11-24T09:44:46Z
UGB-PILOTS_Sensor200,WG,54.55,2018-11-24T12:05:11.404Z,2018-11-24T11:05:18Z
UGB-PILOTS_Sensor200,WG,54.55,2018-11-24T12:35:18.124Z,2018-11-24T11:35:25Z
UGB-PILOTS_Sensor200,WG,55.81,2018-11-24T13:55:16.837Z,2018-11-24T12:55:23Z
UGB-PILOTS_Sensor200,WG,43.64,2018-11-24T14:35:13.761Z,2018-11-24T13:35:20Z
UGB-PILOTS_Sensor200,WG,54.55,2018-11-24T14:45:11.621Z,2018-11-24T13:45:18Z
UGB-PILOTS_Sensor200,WG,51.06,2018-11-24T14:55:08.7Z,2018-11-24T13:55:20Z
UGB-PILOTS_Sensor200,WG,42.11,2018-11-24T15:05:05.819Z,2018-11-24T14:05:12Z
UGB-PILOTS_Sensor200,WG,48.98,2018-11-24T15:15:03.228Z,2018-11-24T14:15:10Z
UGB-PILOTS_Sensor200,WG,35.29,2018-11-24T15:34:58.819Z,2018-11-24T14:35:05Z
UGB-PILOTS_Sensor200,WG,40,2018-11-24T15:54:54.845Z,2018-11-24T14:55:01Z
UGB-PILOTS_Sensor200,WG,58.54,2018-11-24T16:24:50.71Z,2018-11-24T15:24:57Z
UGB-PILOTS_Sensor200,WG,51.06,2018-11-24T17:04:47.278Z,2018-11-24T16:04:54Z
UGB-PILOTS_Sensor200,WG,27.59,2018-11-24T18:04:52.804Z,2018-11-24T17:04:59Z
UGB-PILOTS_Sensor200,WG,31.17,2018-11-24T18:25:01.064Z,2018-11-24T17:25:08Z
UGB-PILOTS_Sensor200,WG,12.12,2018-11-24T19:25:37.253Z,2018-11-24T18:25:44Z
UGB-PILOTS_Sensor200,WG,26.67,2018-11-24T20:06:08.876Z,2018-11-24T19:06:21Z
UGB-PILOTS_Sensor200,WG,28.57,2018-11-24T20:26:25.732Z,2018-11-24T19:26:32Z
UGB-PILOTS_Sensor200,WG,22.43,2018-11-24T20:56:51.534Z,2018-11-24T19:56:58Z
UGB-PILOTS_Sensor200,WG,22.64,2018-11-24T21:57:43.322Z,2018-11-24T20:57:50Z
UGB-PILOTS_Sensor200,WG,45.28,2018-11-24T22:18:00.818Z,2018-11-24T21:18:08Z
UGB-PILOTS_Sensor200,WG,42.86,2018-11-24T22:38:17.997Z,2018-11-24T21:38:25Z
UGB-PILOTS_Sensor200,WG,48,2018-11-24T22:58:35.626Z,2018-11-24T21:58:42Z
UGB-PILOTS_Sensor200,WG,42.11,2018-11-25T12:04:48.349Z,2018-11-25T11:04:55Z
UGB-PILOTS_Sensor200,WG,39.34,2018-11-25T13:04:34.263Z,2018-11-25T12:04:41Z
UGB-PILOTS_Sensor200,WG,44.44,2018-11-25T13:24:27.006Z,2018-11-25T12:24:33Z
UGB-PILOTS_Sensor200,WG,31.17,2018-11-25T14:43:58.574Z,2018-11-25T13:44:05Z
UGB-PILOTS_Sensor200,WG,40,2018-11-25T14:53:55.367Z,2018-11-25T13:54:02Z
UGB-PILOTS_Sensor200,WG,40,2018-11-25T15:03:52.209Z,2018-11-25T14:04:03Z
UGB-PILOTS_Sensor200,WG,35.82,2018-11-25T17:13:21.699Z,2018-11-25T16:13:28Z
UGB-PILOTS_Sensor200,WG,9.56,2018-11-25T18:33:19.601Z,2018-11-25T17:33:26Z
UGB-PILOTS_Sensor200,WG,14.37,2018-11-25T19:43:49.307Z,2018-11-25T18:43:56Z
UGB-PILOTS_Sensor200,WG,24.24,2018-11-25T20:04:01.232Z,2018-11-25T19:04:08Z
UGB-PILOTS_Sensor200,WG,25.26,2018-11-25T20:14:07.424Z,2018-11-25T19:14:14Z
UGB-PILOTS_Sensor200,WG,33.33,2018-11-25T20:54:33.782Z,2018-11-25T19:54:40Z
UGB-PILOTS_Sensor200,WG,31.58,2018-11-25T21:04:40.798Z,2018-11-25T20:04:47Z
UGB-PILOTS_Sensor200,WG,24,2018-11-25T21:14:47.983Z,2018-11-25T20:14:55Z
UGB-PILOTS_Sensor200,WG,18.05,2018-11-25T21:24:55.329Z,2018-11-25T20:25:02Z
UGB-PILOTS_Sensor200,WG,18.6,2018-11-25T21:35:02.967Z,2018-11-25T20:35:10Z
UGB-PILOTS_Sensor200,WG,20.34,2018-11-25T21:55:18.663Z,2018-11-25T20:55:25Z
UGB-PILOTS_Sensor200,WG,26.09,2018-11-25T22:05:26.507Z,2018-11-25T21:05:33Z
UGB-PILOTS_Sensor200,WG,23.53,2018-11-25T22:15:34.439Z,2018-11-25T21:15:41Z
UGB-PILOTS_Sensor200,WG,27.59,2018-11-25T22:25:42.435Z,2018-11-25T21:25:49Z
UGB-PILOTS_Sensor200,WG,24.74,2018-11-25T22:45:58.562Z,2018-11-25T21:46:05Z
UGB-PILOTS_Sensor200,WG,10.81,2018-11-25T23:06:14.83Z,2018-11-25T22:06:21Z
UGB-PILOTS_Sensor200,WG,16.22,2018-11-25T23:16:23.043Z,2018-11-25T22:16:35Z
UGB-PILOTS_Sensor200,WG,10.67,2018-11-25T23:26:31.418Z,2018-11-25T22:26:38Z
UGB-PILOTS_Sensor200,WG,18.46,2018-11-25T23:36:39.961Z,2018-11-25T22:36:46Z
UGB-PILOTS_Sensor200,WG,10.86,2018-11-25T23:56:57.419Z,2018-11-25T22:57:04Z
UGB-PILOTS_Sensor200,WG,7.89,2018-11-26T00:37:34.291Z,2018-11-25T23:37:41Z
UGB-PILOTS_Sensor200,WG,19.51,2018-11-26T00:47:44.381Z,2018-11-25T23:47:51Z
UGB-PILOTS_Sensor200,WG,7.34,2018-11-26T01:08:04.215Z,2018-11-26T00:08:11Z
UGB-PILOTS_Sensor200,WG,11.76,2018-11-26T01:38:33.031Z,2018-11-26T00:38:40Z
UGB-PILOTS_Sensor200,WG,22.64,2018-11-26T01:58:53.064Z,2018-11-26T00:58:59Z
UGB-PILOTS_Sensor200,WG,15.48,2018-11-26T02:09:02.958Z,2018-11-26T01:09:10Z
UGB-PILOTS_Sensor200,WG,53.33,2018-11-26T11:17:24.796Z,2018-11-26T10:17:32Z
UGB-PILOTS_Sensor200,WG,42.86,2018-11-26T12:27:37.962Z,2018-11-26T11:27:45Z
UGB-PILOTS_Sensor200,WG,55.81,2018-11-26T13:47:43.322Z,2018-11-26T12:47:50Z
UGB-PILOTS_Sensor200,WG,51.06,2018-11-26T14:57:29.388Z,2018-11-26T13:57:50Z
UGB-PILOTS_Sensor200,WG,48.98,2018-11-26T15:07:26.671Z,2018-11-26T14:07:33Z
UGB-PILOTS_Sensor200,WG,50,2018-11-26T15:17:23.444Z,2018-11-26T14:17:30Z
UGB-PILOTS_Sensor200,WG,44.44,2018-11-26T15:37:16.687Z,2018-11-26T14:37:28Z
UGB-PILOTS_Sensor200,WG,52.17,2018-11-26T15:57:08.211Z,2018-11-26T14:57:16Z
UGB-PILOTS_Sensor200,WG,53.33,2018-11-26T16:07:04.242Z,2018-11-26T15:07:29Z
UGB-PILOTS_Sensor200,WG,53.33,2018-11-26T16:26:58.271Z,2018-11-26T15:27:05Z
UGB-PILOTS_Sensor200,WG,61.54,2018-11-26T16:46:52.542Z,2018-11-26T15:47:00Z
UGB-PILOTS_Sensor200,WG,53.33,2018-11-26T16:56:48.734Z,2018-11-26T15:56:55Z
UGB-PILOTS_Sensor200,WG,45.28,2018-11-26T17:16:41.972Z,2018-11-26T16:16:49Z
UGB-PILOTS_Sensor200,WG,48.98,2018-11-26T17:46:35.507Z,2018-11-26T16:46:53Z
UGB-PILOTS_Sensor200,WG,9.13,2018-11-26T18:06:33.13Z,2018-11-26T17:06:40Z
UGB-PILOTS_Sensor200,WG,31.17,2018-11-26T18:16:32.569Z,2018-11-26T17:16:44Z
UGB-PILOTS_Sensor200,WG,23.08,2018-11-26T18:36:31.965Z,2018-11-26T17:36:44Z
UGB-PILOTS_Sensor200,WG,20.51,2018-11-26T19:46:42.614Z,2018-11-26T18:46:49Z
UGB-PILOTS_Sensor200,WG,17.52,2018-11-26T19:56:46.027Z,2018-11-26T18:56:58Z
UGB-PILOTS_Sensor200,WG,25.81,2018-11-26T20:26:58.704Z,2018-11-26T19:27:05Z
UGB-PILOTS_Sensor200,WG,38.1,2018-11-26T20:37:03.185Z,2018-11-26T19:37:10Z
UGB-PILOTS_Sensor200,WG,28.57,2018-11-26T20:47:07.592Z,2018-11-26T19:47:14Z
UGB-PILOTS_Sensor200,WG,22.86,2018-11-26T20:57:12.168Z,2018-11-26T19:57:19Z
UGB-PILOTS_Sensor200,WG,22.86,2018-11-26T21:07:17.151Z,2018-11-26T20:07:24Z
UGB-PILOTS_Sensor200,WG,24.24,2018-11-26T21:17:22.412Z,2018-11-26T20:17:35Z
UGB-PILOTS_Sensor200,WG,21.82,2018-11-26T21:27:27.877Z,2018-11-26T20:27:40Z
UGB-PILOTS_Sensor200,WG,25,2018-11-26T21:57:43.625Z,2018-11-26T20:57:50Z
UGB-PILOTS_Sensor200,WG,16.22,2018-11-26T22:17:54.113Z,2018-11-26T21:18:01Z
UGB-PILOTS_Sensor200,WG,12.24,2018-11-26T22:28:00.262Z,2018-11-26T21:28:07Z
UGB-PILOTS_Sensor200,WG,16.67,2018-11-26T22:48:14.711Z,2018-11-26T21:48:22Z
UGB-PILOTS_Sensor200,WG,19.05,2018-11-26T23:18:39.248Z,2018-11-26T22:18:46Z
UGB-PILOTS_Sensor200,WG,2.3,2018-11-26T23:28:47.616Z,2018-11-26T22:29:00Z
UGB-PILOTS_Sensor200,WG,24.49,2018-11-27T00:29:41.136Z,2018-11-26T23:29:53Z
UGB-PILOTS_Sensor200,WG,15.19,2018-11-27T01:00:09.119Z,2018-11-27T00:00:16Z
UGB-PILOTS_Sensor200,WG,3.79,2018-11-27T02:01:15.107Z,2018-11-27T01:01:22Z
UGB-PILOTS_Sensor200,WG,13.26,2018-11-27T09:48:31.912Z,2018-11-27T08:48:38Z
UGB-PILOTS_Sensor200,WG,15.69,2018-11-27T10:08:47.758Z,2018-11-27T09:08:54Z
UGB-PILOTS_Sensor200,WG,28.92,2018-11-27T10:29:02.226Z,2018-11-27T09:29:09Z
UGB-PILOTS_Sensor200,WG,30.38,2018-11-27T10:49:15.174Z,2018-11-27T09:49:22Z
UGB-PILOTS_Sensor200,WG,26.97,2018-11-27T12:39:39.654Z,2018-11-27T11:39:58Z
UGB-PILOTS_Sensor200,WG,20.34,2018-11-27T12:49:37.346Z,2018-11-27T11:49:44Z
UGB-PILOTS_Sensor200,WG,28.92,2018-11-27T12:59:33.838Z,2018-11-27T11:59:40Z
UGB-PILOTS_Sensor200,WG,36.92,2018-11-27T13:09:30.507Z,2018-11-27T12:09:37Z
UGB-PILOTS_Sensor200,WG,43.64,2018-11-27T13:29:25.267Z,2018-11-27T12:29:32Z
UGB-PILOTS_Sensor200,WG,42.86,2018-11-27T13:39:22.131Z,2018-11-27T12:39:30Z
UGB-PILOTS_Sensor200,WG,58.54,2018-11-27T13:49:18.725Z,2018-11-27T12:49:31Z
UGB-PILOTS_Sensor200,WG,54.55,2018-11-27T13:59:15.075Z,2018-11-27T12:59:22Z
UGB-PILOTS_Sensor200,WG,52.17,2018-11-27T14:09:11.284Z,2018-11-27T13:09:19Z
UGB-PILOTS_Sensor200,WG,55.81,2018-11-27T14:19:07.484Z,2018-11-27T13:19:14Z
UGB-PILOTS_Sensor200,WG,42.11,2018-11-27T14:29:03.367Z,2018-11-27T13:29:10Z
UGB-PILOTS_Sensor200,WG,72.73,2018-11-27T14:38:58.877Z,2018-11-27T13:39:10Z
UGB-PILOTS_Sensor200,WG,35.29,2018-11-27T15:18:39.063Z,2018-11-27T14:18:46Z
UGB-PILOTS_Sensor200,WG,31.17,2018-11-27T15:28:33.883Z,2018-11-27T14:28:40Z
UGB-PILOTS_Sensor200,WG,33.33,2018-11-27T15:38:28.631Z,2018-11-27T14:38:36Z
UGB-PILOTS_Sensor200,WG,17.27,2018-11-27T15:48:23.136Z,2018-11-27T14:48:30Z
UGB-PILOTS_Sensor200,WG,17.39,2018-11-27T15:58:17.693Z,2018-11-27T14:58:25Z
UGB-PILOTS_Sensor200,WG,25.81,2018-11-27T16:08:12.309Z,2018-11-27T15:08:19Z
UGB-PILOTS_Sensor200,WG,17.27,2018-11-27T16:18:06.916Z,2018-11-27T15:18:18Z
UGB-PILOTS_Sensor200,WG,22.02,2018-11-27T16:37:55.95Z,2018-11-27T15:38:03Z
UGB-PILOTS_Sensor200,WG,30.38,2018-11-27T16:47:50.468Z,2018-11-27T15:47:57Z
UGB-PILOTS_Sensor200,WG,15.38,2018-11-27T16:57:45.099Z,2018-11-27T15:57:52Z
UGB-PILOTS_Sensor200,WG,38.71,2018-11-27T17:07:39.898Z,2018-11-27T16:07:47Z
UGB-PILOTS_Sensor200,WG,33.8,2018-11-27T17:17:34.457Z,2018-11-27T16:17:45Z
UGB-PILOTS_Sensor200,WG,15.48,2018-11-27T17:27:29.358Z,2018-11-27T16:27:36Z
UGB-PILOTS_Sensor200,WG,37.5,2018-11-27T17:37:25.148Z,2018-11-27T16:37:32Z
UGB-PILOTS_Sensor200,WG,42.11,2018-11-27T17:47:21.825Z,2018-11-27T16:47:29Z
UGB-PILOTS_Sensor200,WG,39.34,2018-11-27T17:57:19.315Z,2018-11-27T16:57:26Z
UGB-PILOTS_Sensor200,WG,29.63,2018-11-27T18:17:16.693Z,2018-11-27T17:17:23Z
UGB-PILOTS_Sensor200,WG,36.92,2018-11-27T18:27:16.106Z,2018-11-27T17:27:25Z
UGB-PILOTS_Sensor200,WG,33.8,2018-11-27T18:47:16.53Z,2018-11-27T17:47:29Z
UGB-PILOTS_Sensor200,WG,32.43,2018-11-27T18:57:17.796Z,2018-11-27T17:57:24Z
UGB-PILOTS_Sensor200,WG,28.92,2018-11-27T19:47:37.089Z,2018-11-27T18:47:46Z
UGB-PILOTS_Sensor200,WG,36.36,2018-11-27T19:57:43.167Z,2018-11-27T18:57:50Z
UGB-PILOTS_Sensor200,WG,29.63,2018-11-27T20:28:03.28Z,2018-11-27T19:28:10Z
UGB-PILOTS_Sensor200,WG,34.78,2018-11-27T20:38:10.59Z,2018-11-27T19:38:17Z
UGB-PILOTS_Sensor200,WG,21.62,2018-11-27T20:48:18.144Z,2018-11-27T19:48:25Z
UGB-PILOTS_Sensor200,WG,26.37,2018-11-27T21:08:34.001Z,2018-11-27T20:08:40Z
UGB-PILOTS_Sensor200,WG,19.67,2018-11-27T21:18:42.351Z,2018-11-27T20:18:49Z
UGB-PILOTS_Sensor200,WG,6.25,2018-11-27T21:39:00.193Z,2018-11-27T20:39:08Z
UGB-PILOTS_Sensor200,WG,8.57,2018-11-27T21:59:18.215Z,2018-11-27T20:59:25Z
UGB-PILOTS_Sensor200,WG,200,2018-11-28T10:06:17.62Z,2018-11-28T09:06:24Z
UGB-PILOTS_Sensor200,WG,218.18,2018-11-28T10:16:21.295Z,2018-11-28T09:16:28Z
UGB-PILOTS_Sensor200,WG,32,2018-11-28T10:26:24.166Z,2018-11-28T09:26:31Z
UGB-PILOTS_Sensor200,WG,34.78,2018-11-28T10:36:26.386Z,2018-11-28T09:36:33Z
UGB-PILOTS_Sensor200,WG,33.8,2018-11-28T10:46:28.011Z,2018-11-28T09:46:35Z
UGB-PILOTS_Sensor200,WG,48,2018-11-28T12:16:11.212Z,2018-11-28T11:16:18Z
UGB-PILOTS_Sensor200,WG,60,2018-11-28T12:26:07.602Z,2018-11-28T11:26:41Z
UGB-PILOTS_Sensor200,WG,57.14,2018-11-28T12:45:59.384Z,2018-11-28T11:46:06Z
UGB-PILOTS_Sensor200,WG,66.67,2018-11-28T12:55:54.682Z,2018-11-28T11:56:01Z
UGB-PILOTS_Sensor200,WG,48.98,2018-11-28T13:05:49.815Z,2018-11-28T12:05:56Z
UGB-PILOTS_Sensor200,WG,58.54,2018-11-28T13:15:44.552Z,2018-11-28T12:15:51Z
UGB-PILOTS_Sensor200,WG,57.14,2018-11-28T13:35:32.901Z,2018-11-28T12:35:41Z
UGB-PILOTS_Sensor200,WG,52.17,2018-11-28T13:55:20.601Z,2018-11-28T12:55:27Z
UGB-PILOTS_Sensor200,WG,48.98,2018-11-28T14:05:14.337Z,2018-11-28T13:05:21Z
UGB-PILOTS_Sensor200,WG,47.06,2018-11-28T14:25:01.093Z,2018-11-28T13:25:08Z
UGB-PILOTS_Sensor200,WG,60,2018-11-28T14:34:54.017Z,2018-11-28T13:35:01Z
UGB-PILOTS_Sensor200,WG,51.06,2018-11-28T14:44:46.712Z,2018-11-28T13:44:53Z
UGB-PILOTS_Sensor200,WG,40,2018-11-28T14:54:39.186Z,2018-11-28T13:54:46Z
UGB-PILOTS_Sensor200,WG,46.15,2018-11-28T15:04:31.579Z,2018-11-28T14:04:38Z
UGB-PILOTS_Sensor200,WG,36.92,2018-11-28T15:24:16.113Z,2018-11-28T14:24:23Z
UGB-PILOTS_Sensor200,WG,48.98,2018-11-28T15:44:00.487Z,2018-11-28T14:44:12Z
UGB-PILOTS_Sensor200,WG,44.44,2018-11-28T16:23:29.815Z,2018-11-28T15:23:40Z
UGB-PILOTS_Sensor200,WG,48,2018-11-28T16:33:22.38Z,2018-11-28T15:33:29Z
UGB-PILOTS_Sensor200,WG,32,2018-11-28T16:43:14.89Z,2018-11-28T15:43:22Z
UGB-PILOTS_Sensor200,WG,12.63,2018-11-28T16:53:07.554Z,2018-11-28T15:53:14Z
UGB-PILOTS_Sensor200,WG,47.06,2018-11-28T17:03:00.171Z,2018-11-28T16:03:07Z
UGB-PILOTS_Sensor200,WG,39.34,2018-11-28T17:12:52.972Z,2018-11-28T16:13:00Z
UGB-PILOTS_Sensor200,WG,36.36,2018-11-28T17:42:34.06Z,2018-11-28T16:42:41Z
UGB-PILOTS_Sensor200,WG,29.27,2018-11-28T20:32:56.456Z,2018-11-28T19:33:03Z
UGB-PILOTS_Sensor200,WG,28.24,2018-11-28T20:43:02.526Z,2018-11-28T19:43:09Z
UGB-PILOTS_Sensor200,WG,13.26,2018-11-28T20:53:08.734Z,2018-11-28T19:53:15Z
UGB-PILOTS_Sensor200,WG,17.14,2018-11-28T22:03:59.507Z,2018-11-28T21:04:06Z
UGB-PILOTS_Sensor200,WG,33.8,2018-11-29T11:48:20.021Z,2018-11-29T10:48:27Z
UGB-PILOTS_Sensor200,WG,30.77,2018-11-29T12:08:13.398Z,2018-11-29T11:08:26Z
UGB-PILOTS_Sensor200,WG,41.38,2018-11-29T12:57:52.307Z,2018-11-29T11:57:59Z
UGB-PILOTS_Sensor200,WG,38.1,2018-11-29T13:27:34.953Z,2018-11-29T12:27:41Z
UGB-PILOTS_Sensor200,WG,53.33,2018-11-29T13:57:15.951Z,2018-11-29T12:57:28Z
UGB-PILOTS_Sensor200,WG,39.34,2018-11-29T14:07:08.936Z,2018-11-29T13:07:17Z
UGB-PILOTS_Sensor200,WG,29.63,2018-11-29T14:17:01.966Z,2018-11-29T13:17:08Z
UGB-PILOTS_Sensor200,WG,31.17,2018-11-29T14:26:55.5Z,2018-11-29T13:27:02Z
UGB-PILOTS_Sensor200,WG,30.77,2018-11-29T14:36:48.613Z,2018-11-29T13:36:55Z
UGB-PILOTS_Sensor200,WG,60,2018-11-29T14:46:41.482Z,2018-11-29T13:46:54Z
UGB-PILOTS_Sensor200,WG,40.68,2018-11-29T14:56:34.794Z,2018-11-29T13:56:42Z
UGB-PILOTS_Sensor200,WG,33.8,2018-11-29T15:16:22.016Z,2018-11-29T14:16:29Z
UGB-PILOTS_Sensor200,WG,46.15,2018-11-29T15:36:07.053Z,2018-11-29T14:36:14Z
UGB-PILOTS_Sensor200,WG,17.52,2018-11-29T15:45:59.872Z,2018-11-29T14:46:07Z
UGB-PILOTS_Sensor200,WG,42.86,2018-11-29T15:55:52.796Z,2018-11-29T14:56:00Z
UGB-PILOTS_Sensor200,WG,51.06,2018-11-29T16:05:45.838Z,2018-11-29T15:05:52Z
UGB-PILOTS_Sensor200,WG,50,2018-11-29T16:15:39.266Z,2018-11-29T15:15:46Z
UGB-PILOTS_Sensor200,WG,32.43,2018-11-29T16:35:25.986Z,2018-11-29T15:35:33Z
UGB-PILOTS_Sensor200,WG,52.17,2018-11-29T16:45:18.951Z,2018-11-29T15:45:26Z
UGB-PILOTS_Sensor200,WG,42.11,2018-11-29T16:55:12.255Z,2018-11-29T15:55:19Z
UGB-PILOTS_Sensor200,WG,45.28,2018-11-29T17:05:05.851Z,2018-11-29T16:05:31Z
UGB-PILOTS_Sensor200,WG,50,2018-11-29T17:24:54.144Z,2018-11-29T16:25:06Z
UGB-PILOTS_Sensor200,WG,58.54,2018-11-29T17:34:48.504Z,2018-11-29T16:35:01Z
UGB-PILOTS_Sensor200,WG,23.76,2018-11-29T18:04:33.495Z,2018-11-29T17:04:46Z
UGB-PILOTS_Sensor200,WG,15.58,2018-11-29T18:14:29.595Z,2018-11-29T17:14:42Z
UGB-PILOTS_Sensor200,WG,21.82,2018-11-29T19:54:43.435Z,2018-11-29T18:54:50Z
UGB-PILOTS_Sensor200,WG,22.02,2018-11-29T20:04:48.368Z,2018-11-29T19:04:56Z
